eventid	iyear	imonth	iday	extended	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	gname	motive	guncertain1	individual	nperps	nperpcap	claimed	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	nkill	nkillter	nwound	nwoundte	property	propextent	propextent_txt	ishostkid	nhostkid	dbsource	id	population
2.00E+11	2001	8	12	0	186	Sri Lanka	6	South Asia	North Eastern	Eravur	7.775413	81.606247	1	0		"08/12/2001: Two men were killed and six wounded in a shooting attack on the Karumari Amman temple in Eravur, Sri Lanka during a Hindu religious service by three members of the Liberation Tigers of Tamil Ealam (LTTE)."	1	1	1	0			0	1	0	7	Facility/Infrastructure Attack	15	Religious Figures/Institutions	86	Place of Worship	Hindu Temple	Karumari Amman Temple	186	Sri Lanka	Liberation Tigers of Tamil Eelam (LTTE)	Unknown	0	0	3	0	0		5	Firearms	5	Unknown Gun Type	3	0	6	0	1	3	Minor (likely < $1 million)	0		CETIS	LKA	21513990
2.02E+11	2015	12	19	0	113	Libya	10	Middle East & North Africa	Nuqat Al Khams	Sabratah	32.791887	12.486919	1	0		"12/19/2015: Assailants threw an explosive device at a military intelligence building in Sabratah city, Nuqat Al Khams district, Libya. Two people were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Tripoli Province of the Islamic State."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	General Directorate of Military Intelligence	Headquarters	113	Libya	Tripoli Province of the Islamic State		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	2	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	LBY	6461454
2.01E+11	2013	1	17	0	182	Somalia	11	Sub-Saharan Africa	Galguduud	Ceel Buur	4.683333	46.616667	1	0		"01/17/2013: Assailants publicly executed two civilians in a market in Ceelbuur town, Galgaduud region, Somalia. The assailants seized the two men, shot them, and left their bodies in the market area. Sources attribute the incident to Al-Shabaab."	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	182	Somalia	Al-Shabaab		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	2	0	0	0	0			0		START Primary Collection	SOM	10112453
2.00E+11	2004	11	4	0	95	Iraq	10	Middle East & North Africa	Saladin	Dujail	33.85	44.233333	1	0		"11/04/2004: A car bomb detonated outside a city council building in Dujail, 30 miles from Baghdad. Four Iraqis, of whom two were guards and the other two municipal workers, were killed and 18 were wounded in the explosion."	1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	21	Government Building/Facility/Office	Government of Iraq	City Council building in Dujail	95	Iraq	Unknown	Unknown	0	0		0	0		6	Explosives/Bombs/Dynamite	15	Vehicle	4	1	18	0	1	4	Unknown	0		CETIS	IRQ	29671605
2.01E+11	2009	2	19	0	95	Iraq	10	Middle East & North Africa	Al Anbar	Abu Ghraib	33.291944	44.065556	1	0	The attack took place in Abu Ghurayb.	"02/19/2009: On Thursday, in Abu Ghurayb, Al Anbar, Iraq, assailants detonated two improvised explosive devices near a residence, killing three civilians and wounding two others. There was no damage reported and no group claimed responsibility."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified		Civilians	95	Iraq	Unknown	The specific motive for the attack is unknown.	0	0	-99	-99	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	3	0	2	0	-9			0		ISVG	IRQ	29671605
1.99E+11	1990	12	5	0	87	Haiti	2	Central America & Caribbean		Port-au-Prince	18.5391667	-72.335	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	15	Religious Figures/Institutions				Rally for Father Jean-Bertrand Aristide	87	Haiti	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	5		54		1			0		PGIS	HTI	9203083
1.99E+11	1991	3	27	0	185	Spain	8	Western Europe	Basque Country	Mungia	43.35441	-2.846714	1	0			1	1	1	0			0	0	0	3	Bombing/Explosion	3	Police	22	"Police Building (headquarters, station, school)"	Civil Guard	Civil Guard Barracks	185	Spain	Basque Fatherland and Freedom (ETA)		0	0					6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0		0		1			0		PGIS	ESP	40548753
1.99E+11	1987	2	3	0	185	Spain	8	Western Europe	Basque Country	Bilbao	43.256963	-2.923441	1	0			1	1	1	-9			0	1	0	9	Unknown	1	Business	4	Multinational Corporation	(Sandoz)	Swiss Pharmaceutical Corp	199	Switzerland	Unknown		0	0					13	Unknown			0		0		1			0		PGIS	ESP	40548753
2.01E+11	2010	4	13	0	228	Yemen	10	Middle East & North Africa	Saada	Sadah	16.934746	43.76484	1	0		"04/13/2010: On Tuesday, in Sa'dah city in the Sa'dah province of Yemen, unknown rebels shot and wounded a soldier. No group has claimed responsibility for the attack."	1	1	1	0			0	1	0	2	Armed Assault	4	Military	34	"Military Personnel (soldiers, troops, officers, forces)"	Yemeni Army	The target of this attack was a soldier.	228	Yemen	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	0	0	1	0	-9	4	Unknown	0		ISVG	YEM	23495361
2.01E+11	2010	5	14	0	95	Iraq	10	Middle East & North Africa	Babil	Hillah	32.483333	44.433333	1	1	"The attack took place near a Shiite mosque near Hilla, Babil, Iraq."	"05/14/2010: On Friday, near HIlla, Babil, Iraq, assailants detonated an improvised explosive device near a Shiite mosque, wounding 18 civilians and damaging the mosque. No group claimed responsibility, although it was believed the Islamic State of Iraq (ISI) was responsible."	1	1	1	0			0	1	0	3	Bombing/Explosion	15	Religious Figures/Institutions	86	Place of Worship		A mosque was targeted in the attack.	95	Iraq	Islamic State of Iraq (ISI)	The specific motive for the attack is unknown.	1	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	18	0	1	3	Minor (likely < $1 million)	0		ISVG	IRQ	29671605
2.00E+11	2003	5	28	0	213	Uganda	11	Sub-Saharan Africa	Northern	Pakwach	2.460714	31.494174	1	1	The incident took place on the Karuma-Pakwach road.	"05/28/2003: Suspected members of the Lord's Resistance Army (LRA) ambushed a civilian bus and set it on fire on the Karuma-Pakwach road, Uganda. Fourteen people died and twelve were seriously injured in the attack."	1	1	1	0			0	1	0	2	Armed Assault	19	Transportation	99	Bus (excluding tourists)	Civilians	Indiscriminate civilians on a bus traveling on the Karuma-Pakwach road in Uganda	213	Uganda	Lord's Resistance Army (LRA)	Unknown	1	0		0	0		8	Incendiary	18	Arson/Fire	14	0	12	0	1	3	Minor (likely < $1 million)	0		CETIS	UGA	33398682
1.99E+11	1988	9	28	0	183	South Africa	11	Sub-Saharan Africa	Western Cape	Bonteheuwel	-33.951	18.554	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	21	Government Building/Facility/Office	Govt	Municipal Office	183	South Africa	African National Congress (South Africa)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		1		1			0		PGIS	ZAF	49109107
1.99E+11	1991	4	28	0	61	El Salvador	2	Central America & Caribbean		Northern trunk highway			5	0			1	1	1	0			1	1	0	3	Bombing/Explosion	21	Utilities	107	Electricity	Electrical Co	High tension line tower	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	SLV	6052064
2.01E+11	2012	5	19	0	182	Somalia	11	Sub-Saharan Africa	Banaadir	Mogadishu	2.053105	45.287677	1	0	The incident occurred in the Daynile neighborhood of the city.	"05/19/2012: A landmine detonated on African Union Mission in Somalia (AMISOM)and Transitional Federal Government of Somalia (TFG) soldiers in Daynile neighborhood, Mogadishu city, Banaadir region, Somalia. Five soldiers were killed and two injured in the explosion. Al-Shabaab claimed responsibility for the attack."	1	1	0	1	1	Insurgency/Guerilla Action	1	1	0	3	Bombing/Explosion	4	Military	34	"Military Personnel (soldiers, troops, officers, forces)"	African Union Mission in Somalia (AMISOM)	Joint Forces	422	International	Al-Shabaab		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	8	Land Mine	5	0	2	0	1	4	Unknown	0		START Primary Collection	SOM	10112453
2.02E+11	2016	7	24	0	95	Iraq	10	Middle East & North Africa	Baghdad	Baghdad	33.372708	44.531429	1	0	The incident occurred in the Obaydi area.	"07/24/2016: An explosive device detonated near shops in Obaydi area, Baghdad, Iraq. At least two people were killed and four people were injured in the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	1	Business	7	Retail/Grocery/Bakery	Unknown	Shops	95	Iraq	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	2	0	4	0	-9			0		START Primary Collection	IRQ	29671605
1.98E+11	1980	7	14	0	98	Italy	8	Western Europe	Sicily	Palermo	38.11564	13.361406	1	0			1	1	1	-9			0	1	0	1	Assassination	3	Police	26	Prison/Jail	prison	"Pietro Cerulli (30), guard"	98	Italy	Unknown		0	0					5	Firearms	3	Handgun	1		0		0			0		PGIS	ITA	58090681
1.99E+11	1989	11	6	0	185	Spain	8	Western Europe	Basque Country	Las Arenas	43.325239	-3.011475	1	0			1	1	1	0			0	1	0	1	Assassination	3	Police	25	Police Security Forces/Officers	Police	Inspector Eladio Rodriguez Garcia	185	Spain	Basque Fatherland and Freedom (ETA)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	1		0		0			0		PGIS	ESP	40548753
2.01E+11	2013	7	14	0	153	Pakistan	6	South Asia	Balochistan	Nasirabad district	28.559798	68.115814	3	0		"07/14/2013: A landmine exploded in Nasirabad town, Balochistan province, Pakistan. No casualties were reported. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	20	Unknown			Unknown	Unknown	153	Pakistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	8	Land Mine	0	0	0	0	0			0		START Primary Collection	PAK	177276594
2.02E+11	2015	5	25	0	92	India	6	South Asia	Jammu and Kashmir	Tangdhar	34.399646	73.862489	1	0		"05/25/2015: Assailants opened fire on security forces in Tangdhar area, Jammu and Kashmir state, India. At least four people, including three soldiers and one assailant, were killed and another soldier was injured in the assault. Hizbul Mujahideen (HM) claimed responsibility for the attack."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	34	"Military Personnel (soldiers, troops, officers, forces)"	Indian Army	"Soldiers: Subedar BB Thapa, Lans Naik Aash Kumar, Rifleman Vishal Gurang"	92	India	Hizbul Mujahideen (HM)		0	0	4	0	1		5	Firearms	5	Unknown Gun Type	4	1	1	0	0			0		START Primary Collection	IND	1173108018
2.01E+11	2010	4	11	0	95	Iraq	10	Middle East & North Africa	Baghdad	Baghdad	33.2975	44.290556	1	0	"The attack took place in the western Amiriya district of Baghdad, Iraq."	"04/11/2010: On Sunday, in the western Amiriya district of Baghdad, Iraq, a roadside bomb exploded and wounded one man. No group has claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified		The target of this attack was a civilian.	95	Iraq	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	1	0	-9	4	Unknown	0		ISVG	IRQ	29671605
1.98E+11	1983	2	12	0	61	El Salvador	2	Central America & Caribbean		Milingo	13.75	-89.16667	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	35	Military Transportation/Vehicle (excluding convoys)		Army truck carrying troops	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					5	Firearms	2	Automatic Weapon	20		50		1	3	Minor (likely < $1 million)	0		PGIS	SLV	6052064
2.01E+11	2014	10	24	0	37	Cameroon	11	Sub-Saharan Africa	Unknown	Glawi			5	0		"10/24/2014: Assailants attacked Glawi village, Cameroon. At least four people were killed, including Nigerian refugees, and one another was injured in the incident. No group claimed responsibility; however, sources attributed the attack to Boko Haram."	1	1	1	0			0	1	0	9	Unknown	14	Private Citizens & Property	75	Village/City/Town/Suburb	Glawi Village	Village	37	Cameroon	Boko Haram		0	0	30	0	0		13	Unknown			4	0	1	0	0			0		START Primary Collection	CMR	19294149
2.01E+11	2014	9	21	1	95	Iraq	10	Middle East & North Africa	Al Anbar	Saqlawiyah	33.396523	43.684142	1	0		"09/21/2014: Five suicide bombers attacked Camp Saqlawiyah, an Iraqi Armed Forces base, in Saqlawiyah town, Al Anbar governorate, Iraq. Two assailants drove explosives-laden vehicles while the other three assailants wore explosive vests. In addition to the bombers, at least 40 soldiers were killed and an unknown number were injured in the blasts. Additionally, 68 soldiers were abducted and their whereabouts are unknown. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	1	6	Hostage Taking (Kidnapping)	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Iraqi Armed Forces	Camp Saqlawiyah	95	Iraq	Islamic State of Iraq and the Levant (ISIL)		0	0	5	0	0		6	Explosives/Bombs/Dynamite	15	Vehicle	45	5		0	1	4	Unknown	1	68	START Primary Collection	IRQ	29671605
2.00E+11	1995	12	15	0	30	Brazil	3	South America	Sao Paulo	Sao Paulo	-23.550711	-46.633475	1	0			1	1	1	-9			0	1	0	2	Armed Assault	7	Government (Diplomatic)	46	Embassy/Consulate	government	Consulate General	217	United States	Unknown		0	1	1				5	Firearms	5	Unknown Gun Type	0		0		1			0		PGIS	BRA	201103330
2.01E+11	2012	7	1	0	4	Afghanistan	6	South Asia	Ghazni	Ghazni	33.551708	68.420464	1	1	The event occurred in the Bazarcha-e-Shahbaz area in the outskirts of the city.	"07/01/2012: An explosive device planted along a road detonated by a bus in Ghazni city, Ghazni province, Afghanistan. Five people died and 11 other individuals suffered injuries in the blast. No group claimed responsibility for the incident, but officials attributed it to the Taliban."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	4	Afghanistan	Taliban		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	5	0	11	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	AFG	29121286
1.99E+11	1988	3	7	0	121	Malaysia	5	Southeast Asia		Kuala Lumpur	3.114081	101.692307	1	0			1	1	1	-9			0	1	0	3	Bombing/Explosion	1	Business	11	Entertainment/Cultural/Stadium/Casino	Safuan Travel Agency	Office	121	Malaysia	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		2		1			0		PGIS	MYS	26160256
2.01E+11	2008	3	16	0	110	Lebanon	10	Middle East & North Africa	North	Minyara	34.532032	36.059761	1	0		"03/16/2008:  Two rocket-propelled grenades were fired by suspected local residents near a ceremony being held for a missing Lebanese militant and attended by a Hezbollah Member of Parliament in Minya, Lebanon. There were no reported casualties or injuries in this attack that is suspected to be the responsibility of Sunni Muslim Minya residents who had threatened to sabotage the ceremony if Hezbollah attended. There are many Minya residents who are in support of Lebanon's Western-backed government which is locked in a deep political crisis with the Hezbollah-led opposition."	1	1	1	1	2	Other Crime Type	0	1	0	3	Bombing/Explosion	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Hezbollah	Hezbollah Ceremony	110	Lebanon	Unknown	The attack was in response to the Attendance of Hezbollah at the ceremony	0	0		0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	-9			0		CETIS	LBN	4125247
1.97E+11	1970	8	31	0	209	Turkey	10	Middle East & North Africa	Ankara	Ankara	39.918392	32.865597	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	29	Military Unit/Patrol/Convoy		"TUSLOG Detachment 30, USAF"	217	United States	Turkish People's Liberation Army		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	TUR	77804122
2.01E+11	2013	4	23	0	4	Afghanistan	6	South Asia	Nimroz	Khash Rod district	31.660395	63.019896	3	0		"04/23/2013: Assailants attacked a police checkpoint in Khashrod district, Nimroz province, Afghanistan. This was one of five such attacks in the district. No group claimed responsibility for this attack; however, sources attributed the attacks to the Taliban."	1	1	1	0			1	0	0	2	Armed Assault	3	Police	22	"Police Building (headquarters, station, school)"	Afghan Police	Checkpost	4	Afghanistan	Taliban		1	0	-99	0	0		5	Firearms	5	Unknown Gun Type	0	0	0	0	0			0		START Primary Collection	AFG	29121286
2.02E+11	2016	5	13	1	113	Libya	10	Middle East & North Africa	Jabal Al Akhdar	Beida	32.756408	21.737574	1	0		"05/13/2016: Assailants abducted six Egyptian nationals in Beida, Jabal Al Akhdar, Libya. The hostages were released on May 17, 2016. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	6	Hostage Taking (Kidnapping)	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	60	Egypt	Unknown		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	0	0	0	0	0			1	6	START Primary Collection	LBY	6461454
2.00E+11	1995	9	26	0	92	India	6	South Asia	Delhi	Delhi	28.658188	77.227403	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	20	Unknown			Unk	Unk	92	India	Khalistan Liberation Force		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		1		1			0		PGIS	IND	1173108018
1.97E+11	1971	4	6	0	209	Turkey	10	Middle East & North Africa	Ankara	Ankara	39.918392	32.865597	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military				US Element Cento	217	United States	Turkish People's Liberation Army		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	4	Unknown	0		PGIS	TUR	77804122
1.99E+11	1992	4	0	0	8	Angola	11	Sub-Saharan Africa	Luanda	Luanda	-8.838837	13.235582	1	0			1	1	1	-9			1	1	0	1	Assassination	14	Private Citizens & Property	71	Race/Ethnicity Identified		Portuguese National	162	Portugal	Unknown		0	0					13	Unknown			1		0		0			0		PGIS	AGO	13068161
2.02E+11	2016	5	20	0	195	Sudan	11	Sub-Saharan Africa	North Darfur	Tawilah	13.514231	24.86034	1	0		"05/20/2016: Assailants attacked Popular Defense Forces (PDF) personnel who were guarding farmers in Tawilah, North Darfur, Sudan. One PDF guard was injured in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the Janjaweed."	1	1	1	0			0	1	0	8	Unarmed Assault	4	Military	39	Paramilitary	Popular Defense Forces (PDF)	Members	195	Sudan	Janjaweed	"The specific motive is unknown; however, sources noted that the Janjaweed demanded that the targeted personnel return home."	0	0	-99	0	0		9	Melee	21	Blunt Object	0	0	1	0	0			0		START Primary Collection	SDN	41980182
